movieid,moviename,year,genres
5040,"Mean Machine",2001,Comedy|Drama
5041,"Monsoon Wedding",2001,Comedy|Romance
5055,"Cattle Queen of Montana",1954,Western
5056,"Under the Skin",1997,Drama
5057,"40 Days and 40 Nights",2002,Comedy|Romance
5058,"We Were Soldiers",2002,Action|Drama|War
5059,"Trouble Every Day",2001,Drama|Horror|Thriller
5064,"Cross Creek",1983,Drama
5065,"Ferngully: The Last Rainforest",1992,Animation|Children
5067,Intersection,1994,Drama|Romance
5074,"Royal Wedding",1951,Comedy|Musical|Romance
5075,"Scarlet Street",1945,Film-Noir
5078,"Full Frontal",2002,Comedy|Drama|Romance
5088,"Hawk the Slayer",1980,Action|Fantasy
5090,"Heaven's Gate",1980,Western
5093,Hopscotch,1980,Comedy
5096,"Inside Moves",1980,Drama
5110,"Motel Hell",1980,Comedy|Horror
5118,"Oh, God! Book II",1980,Comedy
5119,"Oh, God!",1977,Comedy|Fantasy
5123,"Ice Age",2002,Adventure|Animation|Children|Comedy
5125,Showtime,2002,Action|Comedy
5126,"Harrison's Flowers",2000,Drama
5127,"Kissing Jessica Stein",2001,Comedy|Romance
5131,"All the Right Moves",1983,Drama|Romance
5134,"I Think I Do",1997,Comedy
5136,"Road to Morocco",1942,Comedy
5142,Taps,1981,Drama
5149,"Shogun Assassin",1980,Action|Adventure
5150,Simon,1980,Comedy|Sci-Fi
5151,"Smokey and the Bandit II",1980,Comedy
5152,"Smokey and the Bandit",1977,Action|Comedy|Crime
5155,"Stir Crazy",1980,Comedy
5159,"Blade II",2002,Action|Horror|Thriller
5160,"Sorority Boys",2002,Comedy
5161,"Stolen Summer",2002,Drama
5163,"George Washington",2000,Drama
5169,Clockstoppers,2002,Action|Sci-Fi
5170,"Death to Smoochy",2002,Comedy
5171,"Panic Room",2002,Thriller
5173,"No Such Thing",2001,Drama|Fantasy|Romance
5180,"Boxcar Bertha",1972,Drama
5181,"Crimes of Passion",1984,Drama|Romance|Thriller
5184,Impromptu,1991,Comedy|Romance
5187,"High Crimes",2002,Thriller
5188,"Van Wilder",2002,Comedy
5194,"Body and Soul",1947,Drama|Film-Noir
5195,"First Men in the Moon",1964,Adventure|Sci-Fi
5197,"Slap Shot",1977,Comedy
5198,"Changing Lanes",2002,Drama|Thriller
5199,Frailty,2001,Thriller
5203,"Human Nature",2001,Comedy|Romance
5204,"My Big Fat Greek Wedding",2002,Comedy|Romance
5205,"3:10 to Yuma",1957,Action|Adventure|Drama|Thriller|Western
5206,"Bite the Bullet",1975,Western
5208,"Joe Versus the Volcano",1990,Comedy|Romance
5210,"Return of the Killer Tomatoes!",1988,Comedy|Horror
5215,"Transylvania 6-5000",1985,Comedy|Horror
5217,"Murder by Numbers",2002,Crime|Thriller
5223,Joshua,2001,Drama
5233,Rain,2001,Drama|Romance
5236,Vulgar,2000,Drama
5239,"Cadillac Man",1990,Comedy|Crime
5243,"Full Moon in Blue Water",1988,Drama
5244,"Husbands and Wives",1992,Comedy|Drama
5245,Joe,1970,Drama
5246,Lenny,1974,Drama
5247,Nomads,1986,Drama
5250,"Triumph of the Spirit",1989,Drama
5253,"Hollywood Ending",2002,Comedy|Drama
5254,Spider-Man,2002,Action|Adventure|Sci-Fi|Thriller
5258,"Butterflies Are Free",1972,Comedy|Drama
5259,"Cactus Flower",1969,Comedy
5262,"Iron Will",1994,Adventure
5263,"Mountains of the Moon",1990,Adventure
5269,Unfaithful,2002,Drama|Thriller
5271,Whore,1991,Drama
5272,"My Beautiful Laundrette",1985,Drama|Romance
5274,"Big Bad Mama",1974,Action|Comedy
5275,"Big Bad Mama II",1987,Action|Comedy
5282,"About a Boy",2002,Comedy|Drama
5283,"Star Wars: Episode II - Attack of the Clones",2002,Action|Adventure|Sci-Fi
5287,"Every Which Way But Loose",1978,Comedy
5289,"I Want to Live!",1958,Crime|Drama
5293,Insomnia,2002,Action|Crime|Drama|Mystery|Thriller
5294,"Spirit: Stallion of the Cimarron",2002,Animation|Children|Western
5295,CQ,2001,Drama
5297,"Bus Stop",1956,Comedy|Drama|Romance
5303,"Requiem for a Heavyweight",1962,Drama
5304,"River of No Return",1954,Adventure|Western
5306,"Undercover Brother",2002,Comedy
5309,"84 Charing Cross Road",1987,Drama|Romance
5310,Dakota,1945,Western
5313,Nora,2000,Drama
5315,"Silent Running",1972,Drama|Sci-Fi
5319,"Bad Company",2002,Action|Comedy|Crime
5320,"Divine Secrets of the Ya-Ya Sisterhood",2002,Comedy|Drama
5324,Scooby-Doo,2002,Adventure|Children|Comedy
5325,Windtalkers,2002,Action|Drama|War
5328,"Gangster No. 1",2000,Action|Crime|Thriller
5329,"Harvard Man",2001,Crime|Drama|Romance|Thriller
5331,"Bad Company",1972,Western
5333,"Cheech & Chong's The Corsican Brothers",1984,Comedy
5336,"Goin' South",1978,Comedy|Western
5337,"Hero and the Terror",1988,Action|Crime
5338,"Silver Bullet",1985,Horror
5339,"Sorry, Wrong Number",1948,Drama|Film-Noir|Thriller
5340,Hombre,1967,Western
5343,"Men at Work",1990,Action|Comedy
5344,S.O.B.,1981,Comedy
5345,"She Wore a Yellow Ribbon",1949,Western
5348,"Juwanna Mann",2002,Comedy
5349,"Lilo & Stitch",2002,Animation|Children
5350,"Minority Report",2002,Action|Crime|Mystery|Sci-Fi|Thriller
5351,"Rabbit-Proof Fence",2002,Adventure|Drama
5353,"Hey Arnold! The Movie",2002,Animation|Children
5354,"Mr. Deeds",2002,Comedy|Romance
5355,"Lovely & Amazing",2001,Comedy
5356,Pumpkin,2002,Comedy|Drama|Romance
5357,"Look Who's Talking Now",1993,Children|Comedy|Romance
5358,"Lost in Yonkers",1993,Comedy|Drama
5359,"Mo' Money",1992,Comedy|Romance
5362,Zebrahead,1992,Drama
5364,"Men in Black II",2002,Action|Comedy|Sci-Fi
5366,"Me Without You",2001,Comedy|Drama
5368,"Reign of Fire",2002,Action|Adventure|Fantasy|Sci-Fi
5369,"Road to Perdition",2002,Crime|Drama
5372,"Never Again",2001,Comedy|Romance
5374,"Grand Theft Auto",1977,Action|Comedy
5377,1776,1972,Children|Drama|Musical
5380,Z,1969,Drama|Mystery
5381,"Halloween: Resurrection",2002,Horror|Thriller
5384,"K-19: The Widowmaker",2002,Action|Adventure|Drama|Thriller
5385,"Stuart Little 2",2002,Children|Comedy
5386,"Austin Powers in Goldmember",2002,Comedy
5391,"Who Is Cletis Tout?",2001,Comedy
5398,"In Like Flint",1967,Action|Adventure|Comedy
5401,Ossessione,1943,Drama
5405,"Top Secret!",1984,Comedy
5407,Signs,2002,Sci-Fi|Thriller
5411,"Blood Work",2002,Crime|Drama|Mystery|Thriller
5413,"24 Hour Party People",2002,Comedy|Drama|Musical
5414,"Biggie and Tupac",2002,Documentary
5416,"Pandora's Box",2002,Drama|Thriller
5427,Rollerball,1975,Action|Drama|Sci-Fi
5432,Possession,2002,Drama|Romance
5433,"One Hour Photo",2002,Drama|Thriller
5434,"Serving Sara",2002,Comedy|Romance
5438,"Children On Their Birthdays",2002,Drama
5445,"Clash of the Titans",1981,Action|Adventure|Fantasy
5446,"Hot Shots!",1991,Action|Comedy|Romance|War
5449,"Time After Time",1979,Sci-Fi|Thriller
5452,Camilla,1994,Adventure|Drama|Romance
5453,"Down and Out in Beverly Hills",1986,Comedy
5458,Stakeout,1987,Comedy|Crime|Romance|Thriller
5460,Wolfen,1981,Horror
5466,"True Colors",1991,Drama
5468,"City by the Sea",2002,Crime|Drama
5469,Swimfan,2002,Thriller
5477,Barbershop,2002,Comedy|Crime
5478,"Stealing Harvard",2002,Comedy|Crime
5482,"Igby Goes Down",2002,Comedy|Drama
5486,"Captain Ron",1992,Adventure|Comedy
5495,"Monkey Trouble",1994,Children|Comedy
5497,"No Way to Treat a Lady",1968,Crime|Drama|Thriller
5499,"Spaced Invaders",1990,Sci-Fi
5502,"Tabu: A Story of the South Seas",1931,Drama|Romance
5508,Ratcatcher,1999,Drama
5509,Society,1989,Horror|Mystery
5512,"Ballistic: Ecks vs. Sever",2002,Action|Sci-Fi|Thriller
5515,Trapped,2002,Action|Thriller
5518,Invincible,2001,Drama
5520,Secretary,2002,Comedy|Drama|Romance
5523,"Sweet Home Alabama",2002,Comedy|Romance
5528,"Moonlight Mile",2002,Drama|Romance
5531,Wasabi,2001,Action|Comedy|Drama
5532,"Jonah: A VeggieTales Movie",2002,Animation|Children|Musical
5533,"Red Dragon",2002,Crime|Mystery|Thriller
5535,"Bloody Sunday",2002,Drama
5536,Heaven,2002,Drama
5540,Flirting,1991,Drama
5543,"Godzilla, King of the Monsters!",1956,Horror|Sci-Fi
5549,Valmont,1989,Drama|Romance
5553,"Strange Brew",1983,Comedy
5555,"Claire of the Moon",1992,Drama|Romance
5556,Django,1966,Western
5567,"Brown Sugar",2002,Romance
5571,"White Oleander",2002,Drama
5572,"Bowling for Columbine",2002,Documentary
5573,Comedian,2002,Comedy|Documentary
5576,"Punch-Drunk Love",2002,Comedy|Drama|Romance|Thriller
5578,"Swept Away",2002,Comedy|Romance
5580,Abandon,2002,Drama|Thriller
5583,"Auto Focus",2002,Crime|Drama
5584,Fidel,2001,Documentary
5588,"Real Women Have Curves",2002,Comedy|Drama
5592,"Billy Bathgate",1991,Crime|Drama
5594,"Jason Goes to Hell: The Final Friday",1993,Action|Horror
5596,"Saturday Night Fever",1977,Comedy|Drama|Romance
5597,"Staying Alive",1983,Comedy|Drama|Musical
5600,"Terror Train",1980,Horror
5602,"Tom Horn",1980,Western
5608,Xanadu,1980,Fantasy|Musical|Romance
5610,"Absence of Malice",1981,Drama|Romance
5611,"All Night Long",1981,Comedy|Drama
5615,"Blow Out",1981,Mystery|Thriller
5619,Butterfly,1982,Drama
5626,"Continental Divide",1981,Comedy|Romance
5629,"Dead & Buried",1981,Horror
5630,"Deadly Blessing",1981,Horror
5632,"Endless Love",1981,Drama|Romance
5635,"Eye of the Needle",1981,Thriller
5638,"Faces of Death",1978,Documentary|Horror
5645,"First Monday in October",1981,Comedy|Drama
5650,Gallipoli,1981,Drama|War
5652,"Ghost Story",1981,Drama|Horror
5659,Heartbeeps,1981,Sci-Fi
5663,"Lady Chatterley's Lover",1981,Drama|Romance
5665,"Lili Marleen",1981,Drama
5666,Lola,1981,Drama
5667,Looker,1981,Drama|Horror|Sci-Fi|Thriller
5672,"Modern Romance",1981,Comedy|Romance
5674,"My Bloody Valentine",1981,Horror|Thriller
5676,Neighbors,1981,Comedy
5680,"Pennies from Heaven",1981,Musical|Romance
5683,Polyester,1981,Comedy
5687,"Ghost Ship",2002,Horror
5688,"Jackass: The Movie",2002,Action|Comedy
5691,"All or Nothing",2002,Comedy|Drama
5692,"All the Queen's Men",2001,Comedy|War
5694,Frida,2002,Drama|Romance
5695,"Roger Dodger",2002,Comedy|Drama
5696,"Time Changer",2002,Drama|Sci-Fi
5699,"Casino Royale",1967,Action|Adventure|Comedy
5701,"Escanaba in da Moonlight",2001,Comedy
5702,Exodus,1960,Drama|Romance|War
5706,"I Spy",2002,Action|Adventure|Comedy|Crime
5712,"Femme Fatale",2002,Crime|Thriller
5713,"8 Mile",2002,Drama
5715,"Far from Heaven",2002,Drama|Romance
5718,"Half Past Dead",2002,Action|Crime|Thriller
5720,Ararat,2002,Drama
5723,"Standing in the Shadows of Motown",2002,Documentary
5727,"Liberty Stands Still",2002,Action|Drama|Thriller
5731,Blackrock,1997,Drama|Thriller
5732,"Men with Brooms",2002,Comedy|Drama|Romance
5735,"Left Behind II: Tribulation Force",2002,Drama
5736,"Dog Soldiers",2002,Action|Horror
5739,Houseboat,1958,Comedy|Romance
5744,"Return to the Blue Lagoon",1991,Adventure|Romance
5750,Ragtime,1981,Drama
5756,Scanners,1981,Horror|Sci-Fi|Thriller
5757,"Sharky's Machine",1981,Crime|Drama|Romance
5758,"Shock Treatment",1981,Comedy|Musical|Sci-Fi
5762,"Southern Comfort",1981,Drama|Thriller|War
5770,Thief,1981,Crime|Drama|Thriller
5771,"This Is Elvis",1981,Documentary|Drama|Musical
5772,"True Confessions",1981,Crime|Drama
5773,"Revolution #9",2001,Thriller
5775,"Die Another Day",2002,Action|Adventure|Thriller
5777,"Friday After Next",2002,Comedy
5783,Solaris,2002,Drama|Romance|Sci-Fi
5784,"Treasure Planet",2002,Adventure|Animation|Children|Sci-Fi
5792,Elling,2001,Comedy|Drama
5798,"New Waterford Girl",1999,Comedy
5801,Zulu,1964,Action|Drama|War
5802,"Analyze That",2002,Comedy
5805,Equilibrium,2002,Action|Sci-Fi|Thriller
5812,"Urgh! A Music War",1981,Documentary
5817,"Whose Life Is It Anyway?",1981,Drama
5818,"Zoot Suit",1981,Drama|Musical
5820,Android,1982,Sci-Fi
5824,"Author! Author!",1982,Comedy|Drama
5827,"Best Friends",1982,Comedy|Drama|Romance
5832,"Britannia Hospital",1982,Comedy|Drama
5833,"Burden of Dreams",1982,Documentary
5834,"Cannery Row",1982,Drama
5836,"Class of 1984",1982,Action|Drama|Thriller
5838,Danton,1983,Drama
5839,Deathtrap,1982,Comedy|Crime|Mystery|Thriller
5841,"Eating Raoul",1982,Comedy
5842,Drumline,2002,Comedy|Drama|Musical|Romance
5844,"Maid in Manhattan",2002,Comedy|Romance
5845,"Star Trek: Nemesis",2002,Action|Drama|Sci-Fi|Thriller
5846,"About Schmidt",2002,Comedy|Drama
5848,Evelyn,2002,Drama
5852,"Morvern Callar",2002,Drama
5855,"25th Hour",2002,Crime|Drama
5856,"Antwone Fisher",2002,Drama
5857,"Gangs of New York",2002,Crime|Drama
5858,"Two Weeks Notice",2002,Comedy|Romance
5860,Narc,2002,Crime|Drama|Thriller
5863,"Body of Evidence",1993,Drama|Thriller
5865,"Company Business",1991,Action|Comedy
5870,"My Girl 2",1994,Comedy|Drama|Romance
5871,"My Girl",1991,Comedy|Drama|Romance
5876,"War and Peace",1956,Drama|Romance|War
5880,"Attack of the Crab Monsters",1957,Horror|Sci-Fi
5881,"Black Christmas",1974,Comedy|Horror|Mystery|Thriller
5884,"Invaders from Mars",1953,Sci-Fi
5887,"Fat City",1972,Drama
5888,"Love, Honour and Obey",2000,Comedy|Crime|Drama
5890,"Catch Me If You Can",2002,Crime|Drama
5891,Pinocchio,2002,Children|Comedy|Fantasy
5895,"Nicholas Nickleby",2002,Adventure|Drama
5897,Sonny,2002,Crime|Drama
5899,Doppelganger,1993,Horror|Thriller
5900,"Heavy Metal 2000",2000,Action|Animation|Fantasy
5903,"Love Liza",2002,Drama
5904,"Confessions of a Dangerous Mind",2002,Action|Comedy|Drama
5906,"Blue Collar Comedy Tour: The Movie",2003,Comedy|Documentary
5911,"Double Whammy",2001,Action|Comedy|Drama
5915,"National Security",2003,Action|Comedy
5921,"Alice Adams",1935,Comedy|Drama
5923,"American Me",1992,Drama
5925,"Breaking Up",1997,Comedy|Romance
5928,Dogfight,1991,Drama|Romance
5932,"Imitation of Life",1959,Drama|Romance
5937,"Secret Admirer",1985,Comedy|Romance
5938,"Summer Lovers",1982,Comedy|Drama|Romance
5939,"Tune in Tomorrow...",1990,Comedy|Romance
5942,Amen.,2002,Drama
5945,"Blind Date",1984,Horror|Thriller
5948,"Dead Reckoning",1947,Drama|Film-Noir|Mystery
5958,"Biker Boyz",2003,Action|Crime|Drama
5959,"Final Destination 2",2003,Horror|Thriller
5963,"Lost In La Mancha",2002,Documentary
5964,May,2002,Drama|Horror
5967,"Murder by Decree",1979,Crime|Horror|Mystery|Thriller
5968,"Ordinary Decent Criminal",2000,Comedy|Crime
5969,Pursued,1947,Thriller|Western
5974,Victim,1961,Crime|Drama
5975,"Endangered Species",1982,Mystery|Sci-Fi|Thriller
5978,"Evil Under the Sun",1982,Crime|Drama|Mystery
5979,Firefox,1982,Action|Sci-Fi|Thriller
5981,"Forced Vengeance",1982,Action|Adventure
5987,"I, the Jury",1982,Crime|Drama|Thriller
5991,"Kiss Me Goodbye",1982,Comedy
5995,"Liquid Sky",1982,Comedy|Sci-Fi
5997,"Making Love",1982,Drama
6002,Missing,1982,Drama|Mystery|Thriller
6005,"Monty Python Live at the Hollywood Bowl",1982,Comedy
6006,Moonlighting,1982,Drama
6012,Paradise,1982,Adventure|Romance
6016,"Personal Best",1982,Drama
6028,"Shoot the Moon",1982,Drama
6035,Starstruck,1982,Comedy|Musical
6040,Tempest,1982,Comedy|Drama
6044,"Trail of the Pink Panther",1982,Comedy|Crime
6049,"White Dog",1982,Drama|Horror|Thriller
6052,Yol,1982,Drama
6056,"How to Lose a Guy in 10 Days",2003,Comedy|Romance
6057,"Shanghai Knights",2003,Action|Adventure|Comedy
6058,Daredevil,2003,Action|Crime|Fantasy
6060,"All the Real Girls",2003,Drama|Romance
6063,Gerry,2002,Adventure|Drama
6065,Lockdown,2000,Drama
6074,"Into the West",1992,Adventure|Children
6076,"Messenger of Death",1988,Thriller
6084,"Pillow Talk",1959,Comedy|Musical|Romance
6087,"Gods and Generals",2003,Action|Drama|War
6089,"Old School",2003,Comedy
6094,"Poolhall Junkies",2002,Comedy|Drama|Thriller
6097,"Cradle 2 the Grave",2003,Action|Crime|Thriller
6098,Spider,2002,Drama|Mystery
6099,"American Heart",1992,Crime|Drama
6102,"Lady Jane",1986,Drama|Romance
6104,"Life Stinks",1991,Comedy
6107,"Seize the Day",1986,Drama
6109,"Teenagers from Outer Space",1959,Horror|Sci-Fi
6113,"Bringing Down the House",2003,Comedy
6114,"Tears of the Sun",2003,Action|Drama|Thriller
6116,"Laurel Canyon",2002,Drama
6119,"Bend It Like Beckham",2002,Adventure|Comedy|Drama|Romance
6121,Willard,2003,Horror
6123,"Prozac Nation",2001,Drama
6126,"King of Kings",1961,Drama
6130,"Two-Lane Blacktop",1971,Drama
6131,"Bang the Drum Slowly",1973,Drama
6133,"Born Free",1966,Adventure|Children|Drama
6134,"Born Yesterday",1993,Comedy|Romance
6135,Equus,1977,Drama|Mystery
6137,"Fear Strikes Out",1957,Drama
6139,"Green Card",1990,Comedy|Drama|Romance
6145,"Salaam Bombay!",1988,Drama
6146,"Sweet Charity",1969,Comedy|Drama|Musical|Romance
6148,"Women in Love",1969,Drama|Romance
6151,Dreamcatcher,2003,Comedy|Horror|Sci-Fi
6152,"Piglet's Big Movie",2003,Animation|Children
6158,"Les Dames du Bois de Boulogne",1945,Drama|Romance
6163,Basic,2003,Drama|Thriller
6165,"Head of State",2003,Comedy
6166,"What a Girl Wants",2003,Comedy|Drama|Romance
6167,"Assassination Tango",2002,Drama|Thriller
6168,"Raising Victor Vargas",2002,Comedy|Drama|Romance
6169,Stevie,2002,Documentary
6172,"Eye of God",1997,Drama
6173,"In a Lonely Place",1950,Drama|Film-Noir|Mystery|Romance
6176,"Wake of the Red Witch",1948,Action|Adventure|Drama
6177,"Winter Kills",1979,Drama
6181,"Phone Booth",2002,Drama|Thriller
6185,Levity,2003,Drama
6187,"Anger Management",2003,Comedy
6188,"Better Luck Tomorrow",2002,Crime|Drama
6189,"Ghosts of the Abyss",2003,Documentary|IMAX
6190,"House of 1000 Corpses",2003,Horror
6192,"Marion Bridge",2002,Drama
6193,XX/XY,2002,Drama|Romance
6194,"Bulletproof Monk",2003,Action|Adventure|Sci-Fi
6201,"Straw Dogs",1971,Drama|Thriller
6202,"Beginning of the End",1957,Sci-Fi
6205,"Fahrenheit 451",1966,Drama|Sci-Fi
6206,"I Am Trying to Break Your Heart",2002,Documentary
6208,"Legal Eagles",1986,Comedy|Crime|Romance
6209,"Married to It",1991,Comedy|Drama
6215,Wildcats,1986,Comedy
6220,"Scenes from a Mall",1991,Comedy
6222,Confidence,2003,Crime|Drama|Thriller
6223,Identity,2003,Crime|Horror|Mystery|Thriller
6226,"City of Ghosts",2002,Crime|Drama|Thriller
6229,Manic,2001,Drama
6230,"People I Know",2002,Crime|Drama
6231,Spellbound,2002,Comedy|Documentary
6234,"Blue Car",2002,Drama
6237,"Owning Mahowny",2003,Crime|Drama|Thriller
6238,"Daddy Day Care",2003,Children|Comedy
6246,"Absolute Beginners",1986,Musical
6247,"Beat Street",1984,Drama|Musical
6248,"Breakin' 2: Electric Boogaloo",1984,Musical
6256,"Gunfight at the O.K. Corral",1957,Western
6257,"High Society",1956,Comedy|Musical|Romance
6258,"Kiss Me Kate",1953,Comedy|Musical|Romance
6261,"Down with Love",2003,Comedy|Romance
6262,Cinemania,2002,Documentary
6266,"Bruce Almighty",2003,Comedy
6268,"Gigantic (A Tale of Two Johns)",2002,Documentary
6270,"Finding Nemo",2003,Adventure|Animation|Children|Comedy
6273,"Capturing the Friedmans",2003,Documentary
6278,"Whale Rider",2002,Drama
6282,"Silk Stockings",1957,Musical
6286,"Big Jake",1971,Western
6288,"Dementia 13",1963,Horror|Thriller
6290,"Le Mans",1971,Action|Adventure
6292,"Rio Lobo",1970,Adventure|Romance|War|Western
6293,"Siam Sunset",1999,Comedy
6296,"Treasure Island",1950,Adventure|Children
6300,"Bend of the River",1952,Western
6301,"Car Wash",1976,Comedy
6303,"Destry Rides Again",1939,Comedy|Western
6306,Intervista,1987,Comedy|Drama
6307,"King Rat",1965,Drama|War
6312,Shenandoah,1965,Drama|War|Western
6319,"Winchester '73",1950,Western
6320,"Ziggy Stardust and the Spiders from Mars",1973,Documentary|Musical
6325,"Operation Pacific",1951,Drama|War
6326,"This Boy's Life",1993,Drama
6329,Attack,1956,Drama|War
6330,"Barton Fink",1991,Comedy|Drama|Thriller
6331,"Battle of Britain",1969,War
6334,"Cloak and Dagger",1946,Drama|Romance
6336,"Duel at Diablo",1966,War
6339,"Heaven Knows, Mr. Allison",1957,Drama|War
6342,"Man of Aran",1934,Documentary
6343,"Music Box",1989,Drama
6344,"North to Alaska",1960,Comedy|Western
6352,"Divine Trash",1998,Documentary
6353,"Good Burger",1997,Comedy
6355,"Mississippi Masala",1991,Drama|Romance
6361,"Eat a Bowl of Tea",1989,Romance
6362,"Half Moon Street",1986,Drama|Thriller
6364,"Opportunity Knocks",1990,Comedy
6365,Shattered,1991,Mystery|Thriller
6371,"Dumb and Dumberer: When Harry Met Lloyd",2003,Comedy
6372,"From Justin to Kelly",2003,Musical|Romance
6373,"Hollywood Homicide",2003,Action|Crime|Drama
6379,Manito,2002,Drama
6387,"Murphy's War",1971,War
6388,"Orphans of the Storm",1921,Drama
6392,"Charlie's Angels: Full Throttle",2003,Action|Adventure|Comedy|Crime|Thriller
6400,Jesus,1979,Drama
6402,"Made for Each Other",1939,Comedy|Drama|Romance
6404,"You Only Live Once",1937,Crime|Film-Noir
6405,Anastasia,1956,Drama
6408,"Fun with Dick and Jane",1977,Comedy
6409,"Knights of the Round Table",1953,Adventure|Drama
6411,"Man's Favorite Sport?",1964,Comedy
6412,"Mr. Baseball",1992,Comedy|Romance
6417,"Start the Revolution Without Me",1970,Comedy
6422,"What's Up, Doc?",1972,Comedy
6423,Hulk,2003,Action|Adventure|Sci-Fi
6424,"Legally Blonde 2: Red, White & Blonde",2003,Comedy
6425,"Sinbad: Legend of the Seven Seas",2003,Adventure|Animation|Children|Comedy
6426,"Terminator 3: Rise of the Machines",2003,Action|Adventure|Sci-Fi
6427,"Swimming Pool",2003,Drama|Mystery|Thriller
6428,"Pirates of the Caribbean: The Curse of the Black Pearl",2003,Action|Adventure|Comedy|Fantasy
6434,"I Capture the Castle",2003,Drama|Romance
6436,Northfork,2003,Drama|Fantasy
6437,"Bad Boys II",2003,Action|Comedy|Crime|Thriller
6439,"Johnny English",2003,Action|Comedy|Thriller
6441,"Dirty Pretty Things",2002,Drama|Thriller
6443,"Garage Days",2002,Comedy|Musical
6447,"Curly Sue",1991,Comedy|Drama
6448,"Little Giants",1994,Children|Comedy
6449,"Loose Cannons",1990,Action|Comedy
6453,"Lara Croft Tomb Raider: The Cradle of Life",2003,Action|Adventure|Comedy|Romance|Thriller
6454,Seabiscuit,2003,Drama
6455,"Spy Kids 3-D: Game Over",2003,Action|Adventure|Children
6456,"Buffalo Soldiers",2001,Comedy|Crime|Drama|War
6467,"Kiss Me, Stupid",1964,Comedy
6468,"One, Two, Three",1961,Comedy
6471,"Remo Williams: The Adventure Begins",1985,Action|Comedy|Crime|Thriller
6473,"What's Up, Tiger Lily?",1966,Adventure|Comedy|Crime|Thriller
6475,"American Wedding",2003,Comedy
6476,Gigli,2003,Action|Crime|Drama
6482,"Freaky Friday",2003,Comedy|Drama
6484,S.W.A.T.,2003,Action|Thriller
6488,Accattone,1961,Drama
6490,"Big Trouble",1986,Comedy
6500,"Umberto D.",1952,Drama
6501,"Brother's Keeper",1992,Documentary
6503,"I Love You to Death",1990,Comedy|Crime
6504,"Freddy Vs. Jason",2003,Action|Horror|Thriller
6506,"Open Range",2003,Western
6508,"Uptown Girls",2003,Comedy
6509,"American Splendor",2003,Comedy|Drama
6512,Passionada,2002,Comedy|Romance
6513,"Agent Cody Banks",2003,Action|Adventure|Children|Fantasy
6514,"Camp Nowhere",1994,Adventure|Children|Comedy
6518,"House of Wax",1953,Crime|Horror|Mystery|Thriller
6527,"Valley Girl",1983,Comedy|Romance
6528,"Wait Until Dark",1967,Drama|Horror|Thriller
6534,"THX 1138",1971,Adventure|Drama|Sci-Fi
6535,"Valley of the Dolls",1967,Drama
6538,"Tunes of Glory",1960,Drama
6539,"Kind Hearts and Coronets",1949,Comedy|Drama
6540,"Ash Wednesday",2002,Crime|Drama
6541,"Joe Kidd",1972,Western
6545,"Attack of the Puppet People",1958,Horror|Sci-Fi
6548,Tremors,1990,Comedy|Horror|Sci-Fi
6550,"Me & Isaac Newton",1999,Documentary
6553,Commando,1985,Action|Adventure
6554,Dracula,1979,Horror|Romance
6556,"Waco: The Rules of Engagement",1997,Documentary
6558,Ikiru,1952,Drama
6561,"War Photographer",2001,Documentary
6565,"Incident at Oglala",1992,Documentary
6568,"Revolution OS",2001,Documentary
6569,"Live Nude Girls Unite!",2000,Documentary
6570,"All the Little Animals",1998,Drama|Thriller
6571,Earth,1998,Drama|War
6572,Fire,1996,Drama
6574,"Marci X",2003,Comedy|Musical
6576,"My Boss's Daughter",2003,Comedy|Romance
6581,"Stoked: The Rise and Fall of Gator",2002,Documentary
6586,"Civil Brand",2002,Drama
6588,"Once Upon a Time in the Midlands",2002,Drama
6593,"Home Room",2002,Drama
6594,"Party Monster",2003,Comedy|Crime|Drama|Thriller
6596,"Cabin Fever",2002,Horror|Thriller
6597,"Matchstick Men",2003,Comedy|Crime|Drama
6598,"Once Upon a Time in Mexico",2003,Action|Adventure|Crime|Thriller
6599,Dummy,2002,Comedy|Drama|Romance
6600,"Lost in Translation",2003,Comedy|Drama|Romance
6613,"Paper Moon",1973,Children|Comedy|Drama
6614,"Sgt. Pepper's Lonely Hearts Club Band",1978,Adventure|Musical
6616,Targets,1968,Crime|Thriller
6619,Convoy,1978,Action|Comedy|Drama
6620,"Day of the Dead",1985,Horror|Thriller
6621,"Hello, Dolly!",1969,Comedy|Musical|Romance
6623,"Memoirs of an Invisible Man",1992,Comedy|Sci-Fi|Thriller
6632,"Jungle Book",1942,Action|Adventure|Fantasy
6633,"Once Bitten",1985,Comedy|Horror
6635,Squirm,1976,Horror
6639,"Anything Else",2003,Comedy|Drama|Romance
6640,"Cold Creek Manor",2003,Drama|Thriller
6642,"Secondhand Lions",2003,Adventure|Children|Comedy|Drama
6643,Underworld,2003,Action|Fantasy|Horror
6644,"Bubba Ho-tep",2002,Comedy|Horror
6645,"Casa de los babys",2003,Drama
6649,"In This World",2002,Adventure|Drama
6651,"Yossi & Jagger",2002,Drama|Romance
6652,Duplex,2003,Comedy|Crime
6654,"Under the Tuscan Sun",2003,Comedy|Drama|Romance
6657,Luther,2003,Drama
6658,"Mambo Italiano",2003,Comedy
6659,"My Life Without Me",2003,Drama|Romance
6663,Videodrome,1983,Fantasy|Horror|Sci-Fi|Thriller
6664,"Life and Debt",2001,Documentary
