movieid,actorid,actor_movie_rank
5319,1014988,1
5319,1939767,2
5319,2203799,3
5319,1391700,4
5320,2724050,1
5320,2728498,2
5320,2954071,3
5320,793369,4
5324,1839848,1
5324,2997171,2
5324,1335137,3
5324,2746767,4
5325,328662,1
5325,164550,2
5325,2203799,3
5325,660523,4
5328,1485984,1
5328,2273306,2
5328,201791,3
5328,2728381,4
5329,875071,1
5329,2997171,2
5329,2563151,3
5329,2201306,4
5331,276180,1
5331,286837,2
5331,528472,3
5331,1030131,4
5333,1430684,1
5333,409806,2
5333,605121,3
5333,2780877,4
5336,1654035,1
5336,3757998,2
5336,1348940,3
5336,180320,4
5337,1669703,1
5337,3806473,2
5337,1081733,3
5337,1683773,4
5338,316652,1
5338,1488653,2
5338,910800,3
5338,2958908,4
5339,3754849,1
5339,1272415,2
5339,3609467,3
5339,463400,4
5340,1649115,1
5340,1426287,2
5340,243133,3
5340,2785944,4
5343,2090271,1
5343,674854,2
5343,3109149,3
5343,523435,4
5344,2593221,1
5344,1005017,2
5344,2661303,3
5344,909746,4
5345,2433900,1
5345,2893519,2
5345,18582,3
5345,1105431,4
5348,1678998,1
5348,2965672,2
5348,1817602,3
5348,524712,4
5349,2772126,1
5349,2014163,2
5349,2752192,3
5349,2197622,4
5350,488824,1
5350,2399711,2
5350,940290,3
5350,1485614,4
5351,3662755,1
5351,3667543,2
5351,3419933,3
5351,893545,4
5353,1206963,1
5353,3732666,2
5353,2141496,3
5353,369237,4
5354,2015522,1
5354,3651189,2
5354,2331674,3
5354,474641,4
5355,1981811,1
5355,3435753,2
5355,2680988,3
5355,3020914,4
5356,3608538,1
5356,938651,2
5356,2680988,3
5356,3781395,4
5357,2312401,1
5357,2580642,2
5357,778079,3
5357,3314333,4
5358,613386,1
5358,3645293,2
5358,3929329,3
5358,2201058,4
5359,2433636,1
5359,2840409,2
5359,2021656,3
5359,581449,4
5362,1877308,1
5362,466536,2
5362,2657229,3
5362,2547269,4
5364,1121265,1
5364,2147136,2
5364,2303246,3
5364,2699473,4
5366,3163157,1
5366,3561805,2
5366,1831301,3
5366,3772736,4
5368,129112,1
5368,1480185,2
5368,3688670,3
5368,319124,4
5369,1000621,1
5369,1468025,2
5369,24725,3
5369,3274062,4
5372,2246214,1
5372,2790755,2
5372,2557420,3
5372,621487,4
5374,1024075,1
5374,3431744,2
5374,3628150,3
5374,328929,4
5377,515731,1
5377,505274,2
5377,1023718,3
5377,1396276,4
5380,1568901,1
5380,3516650,2
5380,2316401,3
5380,1852094,4
5381,2827790,1
5381,1361642,2
5381,1908463,3
5381,3175544,4
5384,2172993,1
5384,2184141,2
5384,335762,3
5384,1814121,4
5385,745634,1
5385,2843998,2
5385,1288698,3
5385,1342697,4
5386,1617740,1
5386,3217040,2
5386,870451,3
5386,2522304,4
5391,2131839,1
5391,45899,2
5391,2853400,3
5391,613386,4
5398,433627,1
5398,433179,2
5398,3054272,3
5398,620751,4
5401,2736545,1
5401,827209,2
5401,2820271,3
5401,1428372,4
5405,1190192,1
5405,3046853,2
5405,498951,3
5405,1172612,4
5407,817635,1
5407,1795681,2
5407,493313,3
5407,2706646,4
5411,637425,1
5411,515252,2
5411,3123440,3
5411,2849972,4
5413,455487,1
5413,2283141,2
5413,1823168,3
5413,1080924,4
5414,1671729,1
5414,2082073,2
5414,284771,3
5414,1821266,4
5416,2456781,1
5416,2737498,2
5416,2175224,3
5427,325305,1
5427,1021891,2
5427,2563409,3
5427,168898,4
5432,3513972,1
5432,639698,2
5432,1670448,3
5432,2910713,4
5433,2474536,1
5433,3471294,2
5433,2366764,3
5433,2139946,4
5434,1780703,1
5434,3122480,2
5434,1752165,3
5434,338245,4
5438,3270990,1
5438,1484424,2
5438,89972,3
5438,1797314,4
5445,1700820,1
5445,2682194,2
5445,3734298,3
5445,2592867,4
5446,2090271,1
5446,658918,2
5446,3015969,3
5446,276228,4
5449,1485984,1
5449,2425417,2
5449,3757998,3
5449,419724,4
5452,3538045,1
5452,2931256,2
5452,3367361,3
5452,3218714,4
5453,1666874,1
5453,3401158,2
5453,613386,3
5453,1344764,4
5458,613386,1
5458,674854,2
5458,3768323,3
5458,1856129,4
5460,718017,1
5460,3862047,2
5460,1701547,3
5460,993095,4
5466,498837,1
5466,2164831,2
5466,3771933,3
5466,1754125,4
5468,542238,1
5468,3375959,2
5468,749056,3
5468,2901774,4
5469,262292,1
5469,2782075,2
5469,2600365,3
5469,2728790,4
5477,1049512,1
5477,61523,2
5477,377600,3
5477,2278576,4
5478,1303401,1
5478,870655,2
5478,3338333,3
5478,3441825,4
5482,493307,1
5482,2836344,2
5482,837734,3
5482,938845,4
5486,1983799,1
5486,2102181,2
5486,3554679,3
5486,2004833,4
5495,718258,1
5495,2673835,2
5495,1167048,2
5495,3628502,3
5495,1484424,4
5497,2186951,1
5497,3602065,2
5497,2065523,3
5497,3080032,4
5499,146754,1
5499,516654,2
5499,3609479,3
5499,62884,4
5502,1458114,1
5502,2776920,2
5502,132941,3
5502,996536,4
5508,724992,1
5508,3364509,2
5508,635662,3
5508,3763862,4
5509,2425088,1
5509,2869565,2
5509,1912352,3
5509,1526913,4
5512,133985,1
5512,3295205,2
5512,972280,3
5512,1743656,4
5515,3807179,1
5515,3307015,2
5515,2309050,3
5515,116733,4
5518,1968161,1
5518,23853,2
5518,3024341,3
5518,1859007,4
5520,2164831,1
5520,3048027,2
5520,525339,3
5520,3890308,4
5523,3922726,1
5523,1370783,2
5523,562270,3
5523,2661926,4
5528,901175,1
5528,1001713,2
5528,3670798,3
5528,3250953,4
5531,1900518,1
5531,3098886,2
5531,1604242,3
5531,2696070,4
5532,2392271,1
5532,1636274,2
5532,999756,3
5532,3871823,4
5533,1014988,1
5533,1670760,2
5533,713208,3
5533,1167048,4
5535,1644839,1
5535,820730,2
5535,486963,3
5535,3438306,4
5536,1863524,1
5540,2259294,1
5540,3467287,2
5540,3202684,3
5540,1960148,4
5543,314119,1
5543,2098133,2
5543,3241472,3
5543,2242786,4
5549,719241,1
5549,2657985,2
5549,3815456,3
5549,2628695,4
5553,2275976,1
5553,1579803,2
5553,2399711,3
5553,602027,4
5555,3818360,1
5555,3831389,2
5555,3375189,3
5555,511803,4
5556,2186367,1
5556,3504661,2
5556,2491720,3
5567,582866,1
5567,3258478,2
5567,203107,3
5567,3520242,4
5571,2600722,1
5571,210624,2
5571,2684040,3
5571,2686125,4
5572,1575755,1
5573,2067508,1
5573,826332,2
5573,2134955,3
5573,1670822,4
5576,2015522,1
5576,67913,2
5576,1498756,3
5576,3892747,4
5578,872868,1
5578,3326099,2
5578,2631636,3
5578,166656,4
5580,3106118,1
5580,268578,2
5580,1037056,3
5580,2867959,4
5583,1198397,1
5583,506840,2
5583,3919021,3
5583,2655416,4
5584,371797,1
5588,2945872,1
5588,3499112,2
5588,3495332,3
5588,1359780,4
5592,1001713,1
5592,3202684,2
5592,547119,3
5592,2476829,4
5594,1312901,1
5594,3191115,2
5594,999431,3
5594,2475139,4
5596,2312401,1
5596,3022687,2
5596,1538295,3
5596,332391,4
5597,2312401,1
5597,3607408,2
5597,3118608,3
5597,1058504,4
5600,1105431,1
5600,2827790,2
5600,231384,3
5600,460851,4
5602,1502265,1
5602,2928898,2
5602,692077,3
5602,316701,4
5608,3467305,1
5608,1170286,2
5608,169010,3
5608,2134278,4
5610,1649115,1
5610,2947621,2
5610,127015,3
5610,2876973,4
5611,906691,1
5611,3769920,2
5611,3244923,3
5611,1853425,4
5615,2312401,1
5615,2580118,2
5615,1344469,3
5615,751939,4
5619,1163531,1
5619,3946430,2
5619,2444147,3
5619,3464890,4
5626,180320,1
5626,2713995,2
5626,792188,3
5626,3012090,4
5629,690299,1
5629,2590913,2
5629,33199,3
5629,1888544,4
5630,3152206,1
5630,3767161,2
5630,2722075,3
5630,636909,4
5632,3709624,1
5632,983706,2
5632,3216490,3
5632,1612039,4
5635,2223796,1
5635,1393204,2
5635,291328,3
5635,3462527,4
5638,356892,1
5645,1463258,1
5645,2790755,2
5645,1032566,3
5645,3761471,4
5650,1304563,1
5650,1178520,2
5650,1015153,3
5650,2529231,4
5652,99281,1
5652,606630,2
5652,685522,3
5652,1021891,4
5659,1159168,1
5659,3540561,2
5659,1853434,3
5659,1499233,4
5663,3232127,1
5663,275467,2
5663,427541,3
5663,3412789,4
5665,3687774,1
5665,815482,2
5665,709153,3
5665,2398743,4
5666,3775078,1
5666,1600831,2
5666,16918,3
5666,764448,4
5667,718017,1
5667,433627,2
5667,2871333,3
5667,3800538,4
5672,283398,1
5672,3069656,2
5672,3385477,3
5672,1199618,4
5674,1171849,1
5674,3056546,2
5674,17848,3
5674,1211918,4
5676,180320,1
5676,3883234,2
5676,3432422,3
5676,110606,4
5680,1444419,1
5680,3540561,2
5680,3066709,3
5680,119577,4
5683,589143,1
5683,1039294,2
5683,3360127,3
5683,2010237,4
5687,322458,1
5687,3343834,2
5687,651789,3
5687,937160,4
5688,1213832,1
5688,1429313,2
5688,2192940,3
5688,1820714,4
5691,2990778,1
5691,2569602,2
5691,2165242,3
5691,2345657,4
5692,1298792,1
5692,1068313,2
5692,468901,3
5692,3230724,4
5694,3076964,1
5694,3326928,2
5694,1562843,2
5694,133985,3
5694,3015969,4
5695,2058183,1
5695,648442,2
5695,3638539,3
5695,2663373,4
5696,1585832,1
5696,1394637,2
5696,1338600,3
5696,3488184,4
5699,2069407,1
5699,2592867,2
5699,1662932,3
5699,2444147,4
5701,515252,1
5701,1835355,2
5701,33754,3
5701,522962,4
5702,1649115,1
5702,3656931,2
5702,1914136,3
5702,1291093,4
5706,1610040,1
5706,2481470,2
5706,3146358,3
5706,1485984,4
5712,3632088,1
5712,133985,2
5712,477465,3
5712,638575,4
5713,660263,1
5713,2642216,2
5713,1792455,3
5713,3444948,4
5715,3426176,1
5715,1853425,2
5715,957278,3
5715,2790039,4
5718,2062006,1
5718,401900,2
5718,1980368,3
5718,3531657,4
5720,115748,1
5720,2669683,2
5720,1848202,3
5720,120139,4
5723,45481,1
5723,96376,2
5723,114144,3
5723,184287,4
5727,2580407,1
5727,231384,2
5727,377198,3
5727,334361,4
5731,274400,1
5731,2821438,2
5731,1382000,3
5731,957615,4
5732,606436,1
5732,3520218,2
5732,882612,3
5732,3021443,4
5735,336734,1
5735,1105672,2
5735,824258,3
5735,3760823,4
5736,1781849,1
5736,1495109,2
5736,2791083,3
5736,495690,4
5739,862935,1
5739,3304231,2
5739,3124854,3
5739,887142,4
5744,3168573,1
5744,1236683,2
5744,3532550,3
5744,2635285,4
5750,328817,1
5750,607332,2
5750,894517,3
5750,3377823,4
5756,3488184,1
5756,1262134,2
5756,1489465,3
5756,513465,4
5757,1905837,1
5757,797642,2
5757,1167106,3
5757,629063,4
5758,3066709,1
5758,546057,2
5758,1680448,3
5758,3579706,4
5762,357198,1
5762,243852,2
5762,2423136,3
5762,2062214,4
5770,325305,1
5770,3898952,2
5770,1643461,3
5770,180319,4
5771,2058478,1
5771,232921,2
5771,936595,3
5771,1220508,4
5772,542238,1
5772,631042,2
5772,629063,3
5772,1499233,4
5773,1923450,1
5773,3707064,2
5773,866885,3
5773,3812380,4
5775,285029,1
5775,2665816,2
5775,2190891,3
5775,3550151,4
5777,1049512,1
5777,665569,2
5777,2488127,3
5777,497528,4
5783,431226,1
5783,3376252,2
5783,2845501,3
5783,525339,4
5784,293306,1
5784,315396,2
5784,527327,3
5784,852198,4
5792,2678332,1
5792,723579,2
5792,2486898,3
5792,3806493,4
5798,2627278,1
5798,3748471,2
5798,3885819,3
5798,339545,4
5801,125826,1
5801,953336,2
5801,3140947,3
5801,243569,4
5802,542238,1
5802,490844,2
5802,3235344,3
5802,2393449,4
5805,1847817,1
5805,129112,1
5805,165479,3
5805,1138041,4
5812,2413995,1
5812,1917101,2
5812,1581188,3
5812,865833,4
5817,613386,1
5817,367673,2
5817,3246511,3
5817,127015,4
5818,2348317,1
5818,1701547,2
5818,24458,3
5818,2835099,4
5820,1198941,1
5820,1706924,2
5820,3113584,3
5820,2442689,4
5824,1724647,1
5824,2743729,2
5824,3898952,3
5824,588279,4
5827,1905837,1
5827,3076128,2
5827,3793511,3
5827,1032566,4
5832,1966845,1
5832,1789177,2
5832,1559285,3
5832,1392994,4
5833,981928,1
5833,1198941,2
5833,2747017,3
5833,1928871,4
5834,1666874,1
5834,3920321,2
5834,3290946,3
5834,1502486,4
5836,1196877,1
5836,3638149,2
5836,2359552,3
5836,1485849,4
5838,565494,1
5838,1844367,2
5838,2584106,3
5838,222775,4
5839,329797,1
5839,1891780,2
5839,2743729,3
5839,3929329,4
5841,151309,1
5841,3929176,2
5841,180143,3
5841,3656661,4
5842,343786,1
5842,3659289,2
5842,1119764,3
5842,1931997,4
5844,3303116,1
5844,713208,2
5844,3610484,3
5844,2324717,4
5845,2196606,1
5845,747003,2
5845,2170568,3
5845,315682,4
5846,1654035,1
5846,2643714,2
5846,2844081,3
5846,1605054,4
5848,3858948,1
5848,164840,2
5848,1484150,3
5848,285029,4
5852,3436015,1
5852,3375117,2
5852,1823168,3
5852,3408539,4
5855,1670760,1
5855,1002089,2
5855,1772971,3
5855,2846487,4
5856,1374719,1
5856,1168998,2
5856,999845,3
5856,2427794,4
5857,579260,1
5857,533257,2
5857,2873867,3
5857,280177,4
5858,2724050,1
5858,863219,2
5858,3922863,3
5858,3136714,4
5860,1311395,1
5860,1754613,2
5860,13338,3
5860,3135379,4
5863,3326099,1
5863,1422874,3
5863,916306,4
5865,906691,1
5865,153692,2
5865,2142851,3
5865,1686496,4
5870,110606,1
5870,2827790,2
5870,2779909,3
5870,1679511,4
5871,110606,1
5871,2827790,2
5871,493309,3
5871,2779909,4
5876,3087262,1
5876,734360,2
5876,709153,3
5876,797642,4
5880,792890,1
5880,2898502,2
5880,1111129,3
5880,262996,4
5881,3123369,1
5881,622086,2
5881,3202657,3
5881,2033643,4
5884,2754146,1
5884,751922,2
5884,1037646,3
5884,667407,4
5887,1163531,1
5887,276180,2
5887,3838815,3
5887,2788271,4
5888,2974760,1
5888,1540498,2
5888,1290791,3
5888,2485527,4
5890,579260,1
5890,925996,2
5890,2411110,3
5890,2090292,4
5891,183867,1
5891,2703542,2
5891,178243,3
5891,827916,4
5895,3017339,1
5895,952431,2
5895,1490151,3
5895,1552925,4
5897,749056,1
5897,2680988,2
5897,2180579,3
5897,3779767,4
5899,2639982,1
5899,1647774,2
5899,414258,3
5899,3109149,4
5900,1060350,1
5900,3768632,2
5900,1050360,3
5900,1740159,4
5903,1002089,1
5903,2417331,2
5903,1878768,3
5903,2643714,4
5904,423194,1
5904,1940383,2
5904,3782389,3
5904,2639982,4
5906,746160,1
5906,663808,2
5906,2457211,3
5906,1282396,4
5911,1297720,1
5911,3122480,2
5911,900143,3
5911,84720,4
5915,1292135,1
5915,2532241,2
5915,702631,3
5915,621487,4
5921,3087282,1
5921,1394950,2
5921,2201908,3
5921,3861579,4
5923,1360695,1
5923,3423391,2
5923,1449268,3
5923,3502261,4
5925,487944,1
5925,3076964,2
5925,51966,3
5928,1795710,1
5928,3799426,2
5928,1735744,3
5928,422555,4
5932,3836602,1
5932,800708,2
5932,2857502,3
5932,3219770,4
5937,1024875,1
5937,3305976,2
5937,3568607,3
5937,3884336,4
5938,778422,1
5938,3061712,2
5938,3578595,3
5938,3647563,4
5939,3091118,1
5939,1892087,2
5939,687427,3
5939,1483274,4
5942,1156124,2
5942,2326455,2
5942,1620949,3
5942,618132,4
5945,250971,1
5945,2580642,2
5945,521615,3
5945,2790032,4
5948,233547,1
5948,3689700,2
5948,354971,3
5948,342520,4
5958,720541,1
5958,1374719,2
5958,1119764,3
5958,1021526,4
5959,3257358,1
5959,2805154,2
5959,1273531,3
5959,1726318,4
5963,880476,1
5963,1756321,2
5963,428642,3
5963,822812,4
5964,2668298,1
5964,2125863,2
5964,2935752,3
5964,630877,4
5967,1813146,1
5967,1454680,2
5967,967829,3
5967,2789260,4
5968,2164669,1
5968,2950858,2
5968,1603616,3
5968,583717,4
5969,3930993,1
5969,1554302,2
5969,2590435,3
5969,1076750,4
5974,233519,1
5974,3784339,2
5974,1837079,3
5974,1653154,4
5975,2343175,1
5975,3914026,2
5975,602027,3
5975,109500,4
5978,2344519,1
5978,221970,2
5978,2674356,3
5978,427541,4
5979,637425,1
5979,1117222,2
5979,1032005,3
5979,426266,4
5981,1669703,1
5981,3899193,2
5981,3036275,3
5981,375387,4
5987,98791,1
5987,2752088,2
5987,3251408,3
5987,1194841,4
5991,2947621,1
5991,325305,2
5991,276180,3
5991,602027,4
5995,2748558,1
5995,3708052,2
5995,2889384,3
5995,2399889,4
5997,1705877,1
5997,3139118,2
5997,921143,3
5997,3096627,4
6002,1313494,1
6002,3746196,2
6002,3368859,3
6002,2089374,4
6005,390556,1
6005,428509,2
6005,822812,3
6005,1050317,4
6006,1060304,1
6006,1342546,2
6006,2179526,3
6006,906823,4
6012,1187,1
6012,2760694,2
6012,2255730,3
6012,496853,4
6016,3084103,1
6016,831209,2
6016,2885969,3
6016,1575450,4
6028,718017,1
6028,3190729,2
6028,2579810,3
6028,2444074,4
6035,3196497,1
6035,1683092,2
6035,3270146,3
6035,493512,4
6040,367673,1
6040,3641958,2
6040,3670798,3
6040,797642,4
6044,2069407,1
6044,1662932,2
6044,1354586,3
6044,1604510,4
6049,3383818,1
6049,3252556,2
6049,2437766,3
6049,1744910,4
6052,26338,1
6052,3700248,2
6052,666908,3
6052,3500592,4
6056,3117560,1
6056,1480185,2
6056,3052859,3
6056,3518882,4
6057,386263,1
6057,2481470,2
6057,2260528,3
6057,721841,4
6058,17838,1
6058,2991079,2
6058,692749,3
6058,623809,4
6060,2046826,1
6060,2867959,2
6060,2453822,3
6060,1475099,4
6063,17842,1
6063,512455,2
6065,1120228,1
6065,367886,2
6065,239672,3
6065,1456863,4
6074,322458,1
6074,2635819,2
6074,722771,3
6074,453152,4
6076,282678,1
6076,3851124,2
6076,1372399,3
6076,188832,4
6084,1031001,1
6084,2846703,2
6084,1874662,3
6084,3616232,4
6087,2559267,1
6087,35434,2
6087,44393,3
6087,46775,4
6089,2480947,1
6089,708940,2
6089,2369664,3
6089,1809236,4
6094,1733191,1
6094,2050044,2
6094,2186951,3
6094,1962015,4
6097,1329956,1
6097,591435,2
6097,61523,4
6097,3116114,4
6098,713208,1
6098,3610472,2
6098,322458,3
6098,3596422,4
6099,259854,1
6099,276180,2
6099,769128,3
6099,2077703,4
6102,2689164,1
6102,658918,2
6102,2495842,3
6102,1016202,4
6104,284210,1
6104,3890308,2
6104,2246214,3
6104,1736596,4
6107,2474536,1
6107,2104200,2
6107,207070,3
6107,3078802,4
6109,1365695,1
6109,2657064,2
6109,862912,3
6109,625189,4
6113,1444419,1
6113,3578353,2
6113,1324612,3
6113,3556171,4
6114,2476829,1
6114,2655578,2
6114,951580,3
6114,2411931,4
6116,3375959,1
6116,129112,2
6116,2650305,3
6116,3376252,4
6119,3453123,1
6119,3216582,2
6119,1908517,3
6119,1185448,4
6121,832211,1
6121,668613,2
6121,3067211,3
6121,2728275,4
6123,3608538,1
6123,208963,2
6123,3079941,3
6123,3914857,4
6126,1038770,1
6126,3380234,2
6126,949718,3
6126,1874823,4
6130,2258012,1
6130,1688417,2
6130,2673989,3
6130,2479504,4
6131,542238,1
6131,1585449,2
6131,790879,3
6131,742722,4
6133,3380247,1
6133,2311996,2
6133,1165574,3
6133,1375107,4
6134,3035958,1
6134,848753,2
6134,1107063,3
6134,980651,4
6135,315811,1
6135,719273,2
6135,221970,3
6135,3556171,4
6137,1777583,1
6137,1409563,2
6137,3426804,3
6137,2468710,4
6139,565494,1
6139,3321940,2
6139,3465492,3
6139,640508,4
6145,2231420,1
6145,3872459,2
6145,3703565,3
6145,2510032,4
6146,3324109,1
6146,1498914,2
6146,1568509,3
6146,526275,4
6148,157519,1
6148,1890555,2
6148,3138885,3
6148,3290529,4
6151,755967,1
6151,1083177,2
6151,1303401,3
6151,1326181,4
6152,712104,1
6152,494503,2
6152,2200359,3
6152,3744966,4
6158,195347,1
6158,2756048,2
6158,3243764,3
6158,2685313,4
6163,2312401,1
6163,3471294,2
6163,1072668,3
6163,511361,4
6165,1939767,1
6165,1388108,2
6165,124574,3
6165,2062625,4
6166,2731923,1
6166,719241,2
6166,3568607,3
6166,2613454,4
6167,631042,1
6167,220276,2
6167,2626212,3
6167,3531329,4
6168,1879629,1
6168,3332855,2
6168,1926219,3
6168,3625943,4
6169,1081734,1
6169,712685,2
6169,3033973,3
6169,3052638,4
6172,3554679,1
6172,2177183,2
6172,756675,3
6172,2432227,4
6173,233547,1
6173,3026873,2
6173,1366171,3
6173,1894405,4
6176,2433900,1
6176,3648266,2
6176,2524667,3
6176,3340885,4
6177,276180,1
6177,1042302,2
6177,1777583,3
6177,2415458,4
6181,692749,1
6181,2223897,2
6181,2454190,3
6181,3413531,4
6185,2284269,1
6185,755967,2
6185,3121684,3
6185,2899766,4
6187,2015522,1
6187,1654035,2
6187,3820374,3
6187,900143,4
6188,2092240,1
6188,2294180,2
6188,2591248,3
6188,3362864,4
6189,1760831,1
6189,280365,2
6189,3161241,3
6189,1768582,4
6190,910538,1
6190,155836,2
6190,2676845,3
6190,2837272,4
6192,3520218,1
6192,3735583,2
6192,3151039,2
6192,3383678,3
6192,3509936,4
6193,1978197,1
6193,3753996,2
6193,3620589,3
6193,1686152,4
6194,411260,1
6194,2060313,2
6194,3207220,3
6194,1940979,4
6201,1001713,1
6201,2998840,2
6201,2369262,3
6201,1494290,4
6202,865338,1
6202,2759354,2
6202,72141,3
6202,2506316,4
6205,2782846,1
6205,2447606,2
6205,498826,3
6205,582586,4
6206,2332785,1
6206,2198789,2
6206,115606,3
6206,1229810,4
6208,1888584,1
6208,3920321,2
6208,3061712,3
6208,563783,4
6209,276089,1
6209,2769513,2
6209,1316664,3
6209,3360720,4
6215,3076128,1
6215,3238757,2
6215,3295637,3
6215,3014284,4
6220,3401158,1
6220,46098,2
6220,1060888,3
6220,718958,4
6222,313166,1
6222,3898471,2
6222,401900,3
6222,1711029,4
6223,498837,1
6223,1342347,2
6223,3531715,3
6223,953017,4
6226,584294,1
6226,325305,2
6226,3376252,3
6226,565494,4
6229,852198,1
6229,2625199,2
6229,396877,3
6229,2434620,4
6230,1724647,1
6230,2642216,2
6230,1685521,3
6230,3278139,4
6231,2603502,1
6231,84169,2
6231,84168,3
6231,1487716,4
6234,2206239,1
6234,2718014,2
6234,2798276,3
6234,2952083,4
6237,1002089,1
6237,2893082,2
6237,1040849,3
6237,396705,4
6238,1610040,1
6238,792995,2
6238,2532241,3
6238,3207820,4
6246,3197281,1
6246,1681090,2
6246,256830,3
6246,745330,4
6247,2780867,1
6247,528001,2
6247,391661,3
6247,863460,4
6248,2874903,1
6248,1856900,2
6248,384897,3
6248,2794769,4
6256,1272415,1
6256,606556,2
6256,2954945,3
6256,3851616,4
6257,486101,1
6257,3194046,2
6257,2119908,3
6257,3105607,4
6258,3030367,1
6258,1165296,2
6258,3404800,3
6258,2506955,4
6261,3950799,1
6261,1490600,2
6261,3527452,3
6261,1044551,4
6262,71277,1
6262,382104,2
6262,962941,3
6262,3096220,4
6266,358175,1
6266,755967,2
6266,2595895,3
6266,915637,4
6268,725319,1
6268,1341527,2
6270,283398,1
6270,2858196,2
6270,856000,3
6270,506840,4
6273,759565,1
6273,2973078,2
6273,759640,3
6273,759934,4
6278,2759384,1
6278,1740910,2
6278,3074678,3
6278,498094,4
6282,99281,1
6282,2770970,2
6282,3510773,3
6282,1362758,4
6286,2433900,1
6286,243133,2
6286,3487002,3
6286,2433969,4
6288,340127,1
6288,2589078,2
6288,1756751,3
6288,3412723,4
6290,1502265,1
6290,1881023,2
6290,2589213,3
6290,1310866,4
6292,2433900,1
6292,1926812,2
6292,3488184,3
6292,651413,4
6293,1928516,1
6293,2809526,2
6293,226290,3
6293,210469,4
6296,613737,1
6296,1650021,2
6296,2231304,3
6296,723229,4
6300,2196040,1
6300,1174163,2
6300,1031001,3
6300,728323,4
6301,1051622,1
6301,533056,2
6301,2170654,3
6301,690409,4
6303,2875940,1
6303,2196040,2
6303,103975,3
6303,2485022,4
6306,1975710,1
6306,3560561,2
6306,1509375,3
6306,3287626,4
6307,2065523,1
6307,473349,2
6307,745330,3
6307,1685498,4
6312,2196040,1
6312,1479603,2
6312,461613,3
6312,2433969,4
6319,2196040,1
6319,3921632,2
6319,629549,3
6319,1500193,4
6320,256830,1
6320,1957206,2
6320,236325,3
6320,2497602,4
6325,2433900,1
6325,3460579,2
6325,239386,3
6325,736447,4
6326,542238,1
6326,2635819,2
6326,579260,3
6326,225254,4
6329,1730166,1
6329,32608,2
6329,1451607,3
6329,2206876,4
6330,2331674,1
6330,848753,2
6330,2844280,3
6330,1318812,4
6331,67865,1
6331,329797,2
6331,1024283,3
6331,1134703,4
6334,458838,1
6334,3513276,2
6334,34727,3
6334,2153160,4
6336,793369,1
6336,1815639,2
6336,2591529,3
6336,2434701,4
6339,3198558,1
6339,1554302,2
6342,1195377,1
6342,2878975,2
6342,587968,3
6342,1604603,4
6343,3253056,1
6343,1600831,2
6343,739459,3
6343,1559206,4
6344,2433900,1
6344,862433,2
6344,1231890,3
6344,683054,4
6352,2429764,1
6352,3892083,2
6352,2429558,3
6352,316365,4
6353,1553282,1
6353,2281306,2
6353,2119945,3
6353,2385101,4
6355,2427794,1
6355,2781327,2
6355,2076552,3
6355,3788965,4
6361,3398737,1
6361,2494359,2
6361,2494556,3
6361,1287046,4
6362,3894592,1
6362,329797,2
6362,1160398,3
6362,3197373,4
6364,364070,1
6364,1353365,2
6364,859471,3
6364,2741174,4
6365,189892,1
6365,1019772,2
6365,3676757,3
6365,3903819,4
6371,2176148,1
6371,3628502,2
6371,697696,3
6371,874272,4
6372,2790027,1
6372,887252,2
6372,2623998,3
6372,3634592,4
6373,737113,1
6373,944714,2
6373,3495262,3
6373,872868,4
6379,771330,1
6379,1546232,2
6379,326458,3
6379,3428241,4
6387,1687793,1
6387,3546659,2
6387,1665956,3
6387,1085011,4
6388,3009250,1
6388,3009243,2
6388,2041446,3
6388,1363091,4
6392,2873867,1
6392,2639982,2
6392,3295205,3
6392,1388108,4
6400,546264,1
6400,2060964,2
6400,3465205,2
6400,1662573,3
6400,2097298,3
6400,1324894,4
6402,3300335,1
6402,2196040,2
6402,433595,3
6402,3892987,4
6404,3715361,1
6404,734360,2
6404,1394239,3
6404,2880028,4
6405,2662703,1
6405,298986,2
6405,3077200,3
6405,2246483,4
6408,2065523,1
6408,2959130,2
6408,1498378,3
6408,800242,4
6409,2259648,1
6409,2989957,2
6409,709153,3
6409,2818268,4
6411,1031001,1
6411,3568043,2
6411,3539441,3
6411,1489159,4
6412,2069258,1
6412,2242518,2
6412,3790207,3
6412,957278,4
6417,2465104,1
6417,2223796,2
6417,877895,3
6417,1390682,4
6422,3769920,1
6422,1685521,2
6422,3174808,3
6422,1437439,4
6423,133171,1
6423,2802968,2
6423,655754,3
6423,1370783,4
6424,3922726,1
6424,2947621,2
6424,3207820,3
6424,2806255,4
6425,1808442,1
6425,3951524,2
6425,3544742,3
6425,713207,4
6426,2055016,1
6426,2177183,2
6426,2836344,3
6426,3299944,4
6427,3587970,1
6427,3656062,2
6427,513037,3
6427,1271633,4
6428,565786,1
6428,1982158,2
6428,227835,3
6428,3216582,4
6434,2986687,1
6434,3772068,2
6434,1658441,3
6434,3294520,4
6436,2498223,1
6436,1666874,2
6436,2063644,3
6436,2961547,4
6437,1292135,1
6437,2147136,2
6437,1564144,3
6437,3842324,4
6439,101860,1
6439,2854273,2
6439,1538308,3
6439,2487038,4
6441,648973,1
6441,3797349,1
6441,1385566,3
6441,3493993,4
6443,896268,1
6443,3753996,2
6443,3411062,3
6443,632846,4
6447,180319,1
