tagId,tag
4214,"Warwick Davis"
4215,"Tony Kaye"
4216,"Wim Wenders"
4217,"Paul Weitz"
4218,"Frank Oz"
4219,"Macaulay Culkin"
4220,"Peter Weller"
4221,"Samuel L.Jackson"
4222,"Peter Lord"
4223,"Keenen Ivory Wayans"
4224,"Bryan Singer"
4225,"Jared Leto"
4226,Shit
4227,"Seann William Scott"
4228,"Joel Coen"
4229,"Steven Soderbergh"
4230,"Ridley Scott"
4231,"Sharon Maguire"
4232,"Moto Sakakibara (co-director)"
4233,"Sam Neill"
4234,"Jerry Zucker"
4235,"Michael Rymer"
4236,"Chris Wedge"
4237,"Tom Dey"
4238,"Wesleys Snipes"
4239,"Tyler Hoechlin"
4240,"Brent Spiner"
4241,"Monica Bellucci"
4242,"Yun-Fat Chow"
4243,"Eric Bana"
4244,"Ronny Yu"
4245,"Mark L. Lester"
4246,"Sofia Coppola"
4247,"Richard Linklater"
4248,"Uma Thruman"
4249,"Russel Crowe"
4250,"Todd Phillips"
4251,"Zack Snyder"
4252,"Michel Gondry"
4253,"Ron Perlman"
4254,"Robert Clouse"
4256,"Milla Jovovich"
4257,"Marc Forster"
4258,"Hilary Swank"
4259,"Wyll Ferrell"
4260,"Christopher Nolan"
4261,"Curtis Hanson"
4262,"Mike Newell"
4263,Abhorrent
4264,"UK Music"
4265,"clockwork orange cinematography"
4266,"100% predictable"
4267,"Fight club wannabe failure"
4268,"classic war movie"
4269,"the best one"
4270,"just allen"
4271,"pure fight"
4272,"it aint funny"
4273,aeronautics
4274,lynching
4275,"high camp"
4276,"Better than expected"
4277,epico
4278,infantil
4279,guerra
4280,"sessao da tarde"
4281,"spike jones"
4282,"Time Paradox"
4283,callcenter
4284,"loose ends"
4285,"unanswered love"
4286,multifaceted
4287,"google video"
4288,"pretentious garbage about good things"
4289,"Paras kauhu leffa ikuna!!! Eli best horror ever!"
4290,"pen to the neck"
4291,"Lame War Scenes"
4292,ZAZ
4293,"Steve Buschemi"
4294,"nuclear weapons"
4295,psychoanalysis
4296,youth
4297,strangulation
4298,ants
4299,"Hunter S. Thompson"
4300,"swinging sixties"
4301,Manchester
4302,"Great Depression"
4303,"Noel Coward"
4304,hypnosis
4305,"evil robot"
4306,"cool design"
4307,"college reunion"
4308,"jim carey"
4309,"freakishly good"
4310,"best movie of the year."
4311,jamaica
4312,shiny
4313,groundbreaking
4314,distopia
4315,"my favourite"
4316,"What Star Wars Should Be"
4317,"great use of music"
4318,"World War 2"
4319,"Universal monsters"
4320,"Santa Claus"
4321,Mossad
4322,"based on comic"
4323,cheetah
4324,transgendered
4325,"satyajit ray"
4326,"seen in theater"
4327,fellini
4328,"william s. burroughs"
4329,stop-motion
4330,"why militant islam is so scary"
4331,try
4332,Rhondda
4333,"Todd Carthy"
4335,"real life"
4336,"Ben Folds"
4337,"Coen Bro"
4338,"Bruce Lee"
4339,Bibliothek
4340,"Director of English Patient"
4341,"Tom Hanks gay"
4342,English
4343,seen
4344,Penis
4345,"about macdonalds"
4346,"not bad"
4347,"typically Tarantino"
4348,slacker!
4349,wrong
4350,"magical realism"
4351,"Ebert Ten Best List"
4352,"Ind Spirit Nom Best Dir"
4353,"Ebert Best Ten List"
4354,"ISA nomination Screenplay & Supp Actress"
4355,"ironic title"
4356,scope
4357,"memorable sequence"
4358,70mm
4359,16mm
4360,"ruined by nerds"
4361,"retread of the original"
4362,"good score"
4363,"unreliable narrators"
4364,"videodrome did it better"
4365,reaganomics
4366,vigilante
4367,writers
4368,overambitious
4369,"zero 7"
4370,"troubled production"
4371,"long takes"
4372,investigation
4373,"broad satire"
4374,"just broke up with a GF of 3.5 years."
4375,metaplot
4376,"detective movie"
4377,"Adrienne Shelly"
4378,"unintentional comedy"
4379,"awful end"
4380,"Gay Lead Character"
4381,"David Duchovny"
4382,see
4384,explodeytime
4385,craptacular
4386,"updated classics"
4387,"17th century"
4388,"19th century"
4389,"multiple storylines"
4390,"road movie"
4391,biopics
4392,Elizabethan
4393,coincidences
4394,"Apu trilogy"
4395,"desert island flicks"
4396,"cross-dressing men"
4397,"homage to Hitchcock"
4398,backstage
4399,"Red Curtain trilogy"
4400,Mozart
4401,"neurotic new yorkers"
4402,"18th century"
4403,"unlikely favorites"
4404,noirish
4405,academia
4406,mawkish
4407,"Ian McKellen"
4408,"Jane Horrocks"
4409,"multiple realities"
4410,transgender
4411,Altman
4412,"writers at work"
4413,"1950s housewives"
4414,"Stephen Frears"
4415,"Hanif Kureishi"
4416,"cross-dressing women"
4417,"Fiona Shaw"
4418,"Sandra Oh"
4419,"Patricia Clarkson"
4421,"Warning: Dead Children"
4422,"Want to drop the fast-food habit?"
4423,"misunderstood comedy"
4424,"Why the terrorists hate us"
4425,"A great homage to great teachers who educate through living what they think and feel."
4426,Sadly
4427,"A presidential look-alike takes over as Commander in Chief and uses his time in office to work for the little people."
4428,"Had a hard time following the plot of the movie."
4429,"a keen eye for crime and an instinct as a soon-to-be mother to stay one step ahead of all the brainless midwesterners around her."
4430,"A wonderful satire address the importance American society has placed on cultural savvy and political connectedness over intellect/critical thinking."
4431,"someone got paid off in order for this to pass as PG-13"
4432,"Theme song was a bit too childish."
4433,"The thought of an unlimited shopping spree for toys made up for everything else."
4434,"we get the point. Old people become outhful again. Great idea"
4435,"Pacino delivers a passionate performance as a NYC detective who holds his own after learning that not everything is as it seems in his profession."
4436,"Not nearly as oscar-worthy as they hyped it up to be."
4437,"Eddie Murphy is brilliant as always"
4438,"One of the most overrated comedies of all time and one of the first films I walked out in the middle of."
4439,"An important lesson about how hard it is to keep up the act of being funny."
4440,"Playing the role of Woody Allen in this film in high school helps you appreciate the hilarity ensuing from loving while empathizing with the heart wrenching reality of being an overly sensitive romantic."
4441,"WAY too long."
4442,"See Zoolander"
4443,"My DVDs"
4444,"great fun"
4445,"almost favorite"
4447,"Jason Statham"
4448,"silly but good"
4449,"aerial dogfights"
4450,rats
4451,"Great reveal"
4452,garbage
4453,"Russian mafia"
4454,rubbish
4455,"Natalie Portman"
4456,"silly humor"
4457,"al pacino"
4458,"dumb chick flick"
4459,soundtrack
4460,"Lame ending"
4461,"weak ending"
4462,"3 tissues"
4463,Portland
4464,Pornographic
4465,"Communist witch hunt"
4466,AMMAction
4467,AMMDrama
4468,AMMHorror
4469,"too many secrets"
4470,"soylent green"
4471,models
4472,"the man they call jane"
4473,parkour
4474,violently
4475,"Legenda PT-BR"
4476,marijuana
4478,"S M A R T      MOVIE!!!"
4479,"to Old"
4480,fabulus
4481,mustsee
4482,"historical drama"
4483,ethical
4484,"father and son"
4485,merchant-ivory
4486,"kinda slow"
4487,insanity
4488,"people kill people"
4489,"suprisingly funny"
4490,"Naval story interests me"
4491,"well done with new cast"
4492,"Don't forget to see"
4493,"nice laughs"
4494,"ryan gosling!!!"
4495,"Ellen Page"
4497,"very good but the first was better"
4498,"a very good moive"
4499,"the best batman's movies"
4500,"it was very Boring and awful"
4501,"muito drama"
4502,"Venetian story of true love"
4503,"Woody Allen classic"
4504,"Date movie"
4505,"Gerard Butler"
4506,"Colin Farrell"
4507,"ya boy"
4508,"shit on a stick"
4509,"hell ya!"
4510,"decent thiller"
4511,"i hate this pile of crap"
4512,"way overrated"
4513,"not that bad"
4514,"dave chapelle"
4515,"awful...just awful"
4516,"this is THE worst movie of all time someone should be hurt"
4517,"hella cool"
4518,w/e
4519,"nopt bad"
4520,"this movie is pretty...pretty gay"
4521,"so damn good"
4522,"insanely funny"
4523,impressive
4524,"brilliant in concept & execution"
4525,"modern male friendship"
4526,"Amy Sedaris - nuff said!"
4527,"inspiration for life"
4528,"self discovery"
4529,"mediocre plot"
4530,"skipped this sick story"
4531,debased
4532,"Good plot but not okay"
4533,"created for teens"
4534,"not okay"
4535,"degrading redux"
4536,"genre is violence"
4537,"lost nature opportunity"
4538,"Mediocre Hollywood agenda movie"
4539,adult
4540,overkill
4541,"witness to discrimination"
4542,"good story"
4543,"blood gore"
4544,sick
4545,"adult comedy"
4546,"hollywood babling"
4547,"sick plot"
4549,"blood and guts"
4550,1939
4551,"orson wells"
4552,payne
4553,chandler
4554,McCarthyism
4555,"Kate Winslet"
4556,"afternoon section"
4557,emotion!
4558,emotion
4559,"very good thriller"
4560,"the best of"
4561,"very boring"
4562,"Stephen Rea"
4563,"good casting and good director: very good film!!"
4564,"the best of Jurassic Park"
4565,"Robert Altman"
4566,"Sean Young"
4567,"good photography"
4568,"the film!!"
4569,"the best of war movies"
4570,"Drew Barrymore - good Spielberg"
4571,"a classic"
4572,"monty python alumni"
4573,"Janet Leigh"
4574,"a classic!!"
4575,"Michelle Pfeiffer"
4576,"Olivia Newton-John"
4577,"very strange"
4578,"Julianne Moore"
4579,"Kathy Bates"
4580,"the original is better"
4581,"Elisabeth Shue"
4582,"Cate Blanchett !!!!"
4583,madonna
4584,"Geoffrey Rush"
4585,"more or less"
4586,"very good for kids"
4587,"Roman Polanski"
4588,"Steve McQueen"
4589,"Kate Hudson"
4590,"violence - Jennifer Connelly!!!!"
4591,"the best of for kids and adults"
4592,"Cate Blanchett"
4593,"the best of recent movies!"
4594,"perfec image of tim burton"
4595,"so so"
4596,"revoltingly bad"
4597,pick-mom
4598,"unrealistic crap"
4599,"No Happy End"
4600,Gefaengnisfilm
4601,slang
4602,"Vergiss mein Nicht (German title)"
4603,Handycam
4604,"Great Prison Movies"
4605,"Old War Movie"
4606,"Just for kids. M. Lawrence wasn`t even funny in this one."
4607,"a great science fiction movie"
4608,office
4609,"Affleck was the BOMB in Phantoms!"
4611,media
4612,"cool cars"
4613,"different perspectives"
4614,"great dialogue"
4615,"5 stars"
4616,"stoner rock"
4617,"brothers quay"
4618,Got
4619,sassy
4620,"Recommendz Top Pick"
4621,cathartic
4622,"offbeat humor"
4623,"Kurt Russell"
4624,"Top 10 ever"
4625,"Frank Capra"
4626,"AFI 100 (Cheers)"
4627,"Tennesse Williams"
4628,mob
4629,"BEST PICTURE"
4630,Malkovich
4631,Jesus
4632,"Ron Howard"
4633,"Robert DeNiro"
4634,"creative plot"
4635,"going postal"
4636,"Akira Kurosawa"
4637,"Charles Chaplin"
4638,"AFI 100 (Laughs)"
4639,"Terrence Malick"
4640,author:Steinbeck
4641,message!
4642,cerebral
4643,"Fantastic Foreign Films"
4644,"need to own"
4645,"Howard Hawks"
4646,"ving rhames"
4647,thinker
4648,crusaders
4649,sport:boxing
4650,"non-hollywood ending"
4651,"MoviePig Top Pick"
4652,HEH
4653,"raped my childhood"
4654,psychopath
4655,"read the book"
4656,rome
4657,"Brett Easton Ellis"
4658,"too many celebrities"
4659,awsom
4660,"bought the DVD"
4661,"bought the DVD."
4662,Victorian
4663,traps
4664,"best of star wars"
4665,"Heart of Darkness"
4666,nra
4667,saturn
4668,"ice cube"
4669,"cuban missile crisis"
4670,"drug cartels"
4671,"real-life cartoon"
4672,"good sequel"
4673,genetics
4674,"Best Movies Ever"
4675,chaos
4676,cyborgs
4677,cryptic
4678,"really bad"
4679,"let there be light"
4680,"War in the eye of enemy"
4681,"magical aging/immortality"
4682,"teen relationships"
4683,homelist1
4684,"Best Performance:  Nicole Kidman as Suzanne Stone Maretto"
4685,"Best Performance:  Robert De Niro as Travis Bickle"
4686,"Best Performance:  CAtherine Deneuve as Severine Serizy"
4687,"Best Performance:  Ralph Fiennes as Amon Goeth"
4688,"AFI #84"
4689,"AFI #26"
4690,"AFI #10"
4691,"Best Performance:  Audrey Hepburn as Holly Golightly"
4692,"AFI #42"
4693,"AFI #40"
4694,"Best Performance:  Jack Lemmon as Jerry/Daphne"
4695,"AFI #2"
4696,"AFI #1"
4697,"AFI #22"
4698,"Best Performance:  Bette Davis as Margo Channing"
4699,"Best Performance:  Cary Grant as T.R. Devlin"
4700,"Best Performance:  Greta Garbo as Ninotchka"
4701,"Best Performance:  Carole Lombard as Maria Tura"
4702,"AFI #82"
4703,"Best Performance:  Rosalind Russell as Hildy Johnson"
4704,"Best Performance:  James Stewart as George Bailey"
4705,"AFI #28"
4706,"Best Performance:  Cary Grant as Dr. David Huxley"
4707,"AFI #27"
4708,"Best Performance:  Meryl Streep as Sophie Zawistowska"
4709,"AFI #25"
4710,"Best Performance:  James Dean as Jim Stark"
4711,"Best Performance:  Jack Nicholson as Randle Patrick McMurphy"
4713,"AFI #34"
4714,"AFI #94"
4715,"AFI #18"
4716,"Best Performance:  Robert De Niro as Jake La Motta"
4717,"Best Performance:  Diane Keaton as Annie Hall"
4718,"Best Performance:  Faye dunaway as Evelyn Cross Mulwray"
4719,"AFI #85"
4720,"Best Performance:  Bill Murray as Phil Connors"
4721,"Best Performance:  George C. Scott as General George S. Patton Jr."
4722,"Best Performance:  Gene Wilder as Dr. Frederick Frankenstein"
4723,"AFI #58"
4724,"AFI #33"
4725,"Best Performance:  Peter Sellers as Chance the Gardener"
4726,"AFI #50"
4727,"Best Performance:  Emily Watson as Bess McNeill"
4728,"Best Performance:  Marlon Brandon as Terry Malloy"
4729,"Best Performance:  Sidney Poitier as Virgil Tibbs"
4730,"Best Performance:  Jane Fonda as Bree Daniels"
4731,"AFI #39"
4732,"Best Performance:  Robert Duvall as Mac Sledge"
4733,"Best Performance:  Robart Walker as Bruno Anthony"
4734,"Best Performance:  Holly Hunter as Jane Craig"
4735,"seen 2006"
4736,"Best Performance:  Johnny Depp as Edward Scissorhands"
4737,"Best Performance:  Gary Oldman as Sid Vicious"
4738,"AFI #43"
4739,"Best Performance:  Reese Witherspoon as Tracy Flick"
4740,"Best Performance:  Joan Crawford as Mildred Pierce"
4741,"AFI #87"
4742,"Best Performance:  Jessica Lange as Frances Farmer"
4743,"Best Performance:  Tom Hanks as Josh Baskin"
4745,"AFI #88"
4746,"Best Performance:  Denzel Washington as Malcolm X"
4747,"Best Performance: Charlie Chaplin as a tramp"
4748,"Best Performance:  Judy Holliday as Billie Dawn"
4749,"Best Performance:  Al Pacino as Sonny Wortzik"
4750,"AFI #77"
4751,"Best Performance:  Barbara Stanwyck as Phyllis Dietrichson"
4752,"AFI #99"
4753,"AFI #81"
4754,"Best Performance:  Spencer Tracy as Henry Drummond"
4755,"AFI #64"
4756,"AFI #66"
4757,"Best Performance:  Madeline Kahn as Lili Von Shtupp"
4758,"AFI #69"
4759,"Best Performance: Tom Hanks as Chuck Noland"
4760,"Best Performance:  Dustin Hoffman as Michael Dorsey"
4761,"Best Performance:  Ben Kingsley as Don Logan"
4762,"Best Performance:  Burt Lancaster as J.J. Hunsecker"
4763,"Best Performance:  Meryl Streep as Karen Silkwood"
4764,"Best Performance:  John Travolta as Tony Manero"
4765,"Best Performance:  Johnny Depp as Captain Jack Sparrow"
4766,"Best Performance:  James Cagney as George M. Cohan"
4767,"AFI #63"
4768,"Best Performance:  Julie Christie as Diana Scott"
4769,"Best Performance:  Liv Ullmann as Elisabet Vogler"
4770,"Best Performance:  Laurence Olivier as Richard III"
4771,"Best Performance:  Kate Winslet as Celmentine Druczynski"
4772,"AFI #73"
4773,"Best Performance:  Philip Seymour Hoffman as Truman Capote"
4774,"James Franco"
4775,favourite
4776,"Good at the time"
4777,"Tired of Tom"
4778,"Oded Fehr"
4779,cliched
4780,necrophilia
4781,watch
4782,"Great Movie!"
4783,"cute and nice"
4784,"quite moving"
4785,homerus
4786,"Bill The Butcher"
4787,neo-realism
4788,"WWI. pacificsm"
4789,witchhunts
4790,"twelfth night"
4791,internet
4792,"single father"
4793,"homeland security"
4794,Shyamalan
4795,memorable
4796,"first robots"
4797,"words cannot explain how horrid this is"
4798,"Classical Studies"
4799,"life choices"
4800,anti-violence
4801,Subscription
4802,Playlist
4803,"wanting to be a writer"
4804,"Scary Movies To See on Halloween"
4805,"wired 50 greatest soundtracks"
4806,"Sherlock Holmes"
4807,"Best Jewish Movies"
4808,"Cuba Gooding Jr."
4809,"Sundance Grand Jury Prize: Dramatic 1992"
4810,rebellion
4811,"Can Be a Playlist"
4812,"crazy war"
4813,unrealistic
4814,"fuckoff nazi"
4815,bukowsky
4816,"pure entertainment"
4817,"Charles Bukowski"
4818,"Darren Aronofsky"
4819,ssss
4820,mule
4821,6ir6
4822,obnoxious
4823,contrived
4824,"villain nonexistent or not needed for good story"
4825,"logic complexity"
4826,"pixar NO dreamworks YES"
4827,"Helen Hunt"
4828,"Harry Connick Jr."
4829,"80's classic"
4830,"Ian McKellan"
4831,"Goldie Hawn"
4832,"based on comic book"
4833,"Ashton Kutcher"
4834,"Weird Al"
4835,"Tim Allen"
4836,"Mark Ruffalo"
4837,"Topher Grace"
4838,"Cillian Murphy"
4839,drew
4840,bah
4841,"gender identity"
4842,"looks interesting -- plot"
4843,"andy robinson"
4844,"saw when little and liked"
4845,"Rene Auberjonois"
4846,siddig
4847,"individual heroism"
4848,"looks interesting -- documentary"
4849,"Henry Woolf"
4850,"Brad Dourif"
4851,Monte
4852,Rwanda
4853,thermopylae
4854,"Yay! Pie!"
4855,"Fun scifi"
4856,"fairy tale romance"
4857,"erlend's DVDs"
4858,blaxploitation
4859,"John F. Kennedy"
4860,"Michael Mann"
4861,"wyatt earp"
4862,"buried alive"
4863,"fake documentary"
4864,"Only gets the full 5 stars if viewed at the Castro Theater"
4865,holocast
4866,"Alicia Silverstone"
4867,"Renny Harlin"
4868,"Sharon Stone"
4869,"River Phoenix"
4870,"best comedy"
4871,Utah
4872,"Little League"
4873,Theatre
4874,"gadget car"
4875,"like-i-like top pick"
4876,"rock concert footage"
4877,Brahmin
4878,"Irish Americans"
4879,"wikilens top pick"
4880,"FilmAffinity top pick"
4881,"put me to sleep"
4882,"cat burglar"
4883,"Robin Hood"
4884,explosions
4885,"screenwriter:Roald Dahl"
4886,pro-military
4887,Minnesota
4888,"book editor"
4889,politicians
4890,"ballroom dancing"
4891,concert
4892,"twists & turns"
4893,"Saturn Award (Best Supporting Actress)"
4894,salespeople
4895,Nirvana
4896,"as bad as the title"
4897,"Executive Producer: Steven Spielberg"
4898,"Mark Gordon Productions"
4899,"ESCAPE FROM PRISON"
4900,punishment
4901,"punk rock"
4902,bookshop
4903,"70mm blowup"
4904,acting
4905,infidelity
4906,"series:James Bond"
4907,"Paul Schrader screenplay"
4908,"author:Ian Fleming"
4909,"Depp and Burton"
4910,"Washington state"
4911,"software developers"
4912,wolves
4913,Indiana
4914,"african american"
4915,"Golden Harvest"
4916,"cultural clash"
4917,"Maurice Jarre score"
4918,"video camera"
4919,"Yahoo Top Pick"
4920,"US President"
4921,"Axel Foley"
4922,chefs
4923,"mother daughter relationship"
4924,"bad cop"
4925,"Buenos Aires"
4926,artist
4927,"it has Eartha Kitt - so that cancels any cheesiness"
4928,"video store"
4929,defection
4930,mythology
4931,costumes
4932,denial
4933,"Twentieth Century-Fox"
4934,"ESPY award"
4935,yuppies
4936,mall
4937,"Janus 50"
4938,"Washington DC"
4939,"Oscar Nominee: Director"
4940,Universal
4941,"father son relationship"
4942,"ECCENTRIC FAMILIES"
4943,"walked out during screening"
4944,"SMALL-TOWN LIFE"
4945,"heart attack"
4946,helicopters
4947,"spoken word"
4948,"home invasion"
4949,nostalgia
4950,1890s
4951,Myth
4952,"remake of a french film"
4953,"criticker pick"
4954,"media politics"
4955,silent
4956,"netflix top pick"
4957,"Criticker top pick"
4958,director-screenwriter
4959,"Crazy Guy"
4960,"Seen 2007"
4961,waitress
4962,baa-list2
4963,"indiana jones"
4964,"Freedom of women"
4965,dequenne
4966,Katottava
4967,"so romantic."
4968,IhQ
4969,"Something else"
4970,"Sucks big time!"
4971,"Ihan katottava"
4972,"Sad as hell"
4973,Uuuuuuuh...Wonderful
4974,"really romantic"
4975,Psychiatry
4976,"makes you think"
4977,"damn dirty apes"
4978,sweet!
4979,"iron maiden"
4980,earnest
4981,melancholy
4982,literate
4983,sweeping
4984,wry
4985,moody
4986,angry
4987,frantic
4988,rousing
4989,confrontational
4990,biting
4991,wintry
4992,fanciful
4993,bleak
4994,madcap
4995,madc
4996,bright
4997,lavish
4998,ominous
4999,austere
5000,deliberate
5001,raunchy
5002,hallucinatory
5003,slick
5004,autumnal
5005,understated
5006,racy
5007,grim
5008,menacing
5009,gloomy
5010,drab
5011,somber
5012,flashy
5013,decadent
5014,chilly
5015,earthy
5016,harsh
5017,macabre
5018,elegiac
5019,upbeat
5020,ironic
5021,sexual
5022,"Valehtelija Valehtelija"
5023,"Valtion Vihollinen"
5024,crichton
5025,Bengal
5026,"2 movies in 1"
5027,"a very good movie...you have to see"
5028,"like the first"
5029,Bunuel
5030,Keaton
5031,"more twists than a chubby checker"
5032,feminist
5033,Love&War
5034,stroheim
5035,"Nicolas Roeg"
5036,rude
5037,minds
5038,well-done
5039,"vince vaughn"
5040,"Good Animation"
5041,"Good Thriller"
5042,"not memorable"
5043,"Thomas Schlamme"
5044,"Elia Kazan"
5045,"Leo McCarey"
5046,"Harold Ramis"
5047,"Rob Reiner"
5048,"PT Anderson"
5049,"Fritz Lang"
5050,"Mike Nichols"
5051,"Sam Mendes"
5052,"Terry Zwigoff"
5053,"Phillip Noyce"
5054,"Andrew Jarecki"
5055,"Vittorio De Sica"
5056,"Federico Fellini"
5057,"Ingmar Bergman"
5058,"Marc Singer"
5059,"Alexander Payne"
5060,"Robert Bresson"
5061,"Wong Kar Wai"
5062,"Bennett Miller"
5063,"Shane Black"
5064,"James Mangold"
5065,"though I know I should . . ."
5066,"failed romance"
5067,"Greek tragedy"
5068,"too many dinosaurs"
5069,"The Graduate"
5070,"Best ever"
5071,"Arthur C. Clarke"
5072,Oedipus
5073,existential
5074,Navajo
5075,Armenian
5077,"time capsule"
5078,intelligent
5079,exploitation
5080,merde
5081,"christian pabulum"
5082,"special food"
5083,Id
5084,Swiftmobile
5085,energy
5086,"so cool"
5087,metaphysical
5088,"Pink Floyd"
5089,"the boys"
5090,haha
5091,cult
5092,snipes
5093,"Seen it many times!"
5094,Diablo
5095,Tetris
5096,steak
5097,"yay! Jack B. :)"
5098,borring?
5099,"civil rights"
5100,racing
5101,"Intrigo internazionale"
5102,"Quarto potere"
5103,"Eva contro Eva"
5104,"Quando eravamo re"
5105,"funny kid"
5107,"[ITA] No limits"
5109,"La fiamma del peccato"
5110,"Sangue blu"
5111,"world politics"
5112,Postal
5113,"high romance"
5115,"would see again"
5116,"western comedy"
5117,"realistic tough female"
5118,"terrible movie."
5119,"Adapted from the books by Louisa May Alcott"
5120,"Allen Rickman"
5121,"Brendon Fraser"
5122,"based on a marvel comic book"
5123,"Dick Van Dyke"
5124,"based on the life of Buford Pusser"
5125,"loosely based on a computer game"
5126,"Based on the life of Pierre Dulane"
5127,hottie
5128,"Movies I own-DVD"
5129,"j netflix"
5130,"woody allen is a terrible person"
5131,Ethic
5132,"much overrated"
5133,obscene
5134,"car crash"
5135,"Kurt Wimmer"
5136,"J.J. Abrams"
5137,"What is this"
5138,tryrty
5139,"very dark - not for kids"
5140,"te kijken"
5141,ToSee
5142,"Vinnie Jones"
5143,"William Hurt"
5144,"Tom Hanks as older Elijah Wood"
5145,"Michelle Monaghan"
5146,"Jake Gyllenhaal"
5147,"Luc Besson"
5148,"Javier Bardem"
5149,"Robert Carlyle"
5150,Current
5151,SFF
5152,"guy flick"
5153,"Walter Matheau"
5154,"teen angst"
5155,"sexual identity"
5156,"native people"
5157,seventies
5158,"sean penn; boston; drama"
5159,melodrama
5160,"the mob"
5161,eccentricity
5162,"family film"
5163,"updated noir"
5165,"naive look at war; half-baked script"
5166,"fundamentalism; catch-22"
5167,extraneous
5168,"director as poseur"
5170,"Jim Carrey being Jim Carrey"
5172,tear-jerker
5173,gratuitous
5174,"Slightly more historically acurate than most tellings"
5175,3D
5176,mosfilm
5177,stylish
5178,"Betty White-tastic!  ...but the rest is formula..."
5179,"My favourite of all"
5180,palestine
5181,bullshit
5182,"Great Screenplays"
5183,"Great Adaptations"
5184,"Bearable Disney"
5185,"Classic Chase Scenes"
5186,"Friends Should See"
5187,"Animals die :("
5188,"Well Plotted"
5189,"Memorable Characters"
5190,"Terrific cast"
5191,"Quite Romantic"
5192,"Best of Bond"
5193,"Catchy Score"
5194,"Semi-Good Sports Movies"
5195,"two hours of suck"
5196,childish
5197,videogame
5198,"United States"
5199,dildo
5200,"affecting low key drama centered around spanish hospital"
5201,"Want bad acting"
5202,"weak choices overall"
5203,"Quotable Movie!"
5204,"totalmente excelente"
5207,"like for sure"
5208,"they say everyone has a twin"
5209,Ralph!
5210,"childhood flashback"
5211,"sweet bikes"
5213,Kmart
5214,"not true to the book"
5216,"I speak jive"
5217,"damn the man"
5219,"fowl play"
5220,"ruined by director commentary"
5221,ogre
5222,bunnies
5223,"Beatles soundtrack"
5224,"good recipes"
5225,"vote for pedro"
5226,"a chick flick"
5227,"fascinating how a conversation and two people keep you interested"
5228,"owes everything to Kilmer"
5229,"scared the hell outta me"
5230,"way way too sad"
5231,"very sad"
5232,"my all-time favorite"
5233,"ripped off Annie Hall"
5234,"great concept"
5235,"wrings the emotions too much"
5236,"just beautiful"
5237,"holds up well"
5238,"a bit overwhelming"
5240,"so sad"
5241,"a little overrated"
5242,haunting
5243,"every woman should see"
5244,riveting
5245,"eye candy"
5246,"beautifully done"
5247,"book is so much better"
5248,"sob worthy"
5249,"classic thriller"
5250,"idealistically romantic"
5251,"quirky romantic"
5252,"oppressive soundtrack"
5253,confusing
5254,"O Vasilas"
5255,meh
5256,"long distance race with horses in the desert"
5257,"Worth watching for Hoffman & Streisand"
5258,"cop vs robber + jodie foster"
5259,"endlessly boring"
5260,uninteresting
5261,"interracial marriage"
5262,anders
5263,cooking
5264,afi
5265,tcm
5266,tivo
5267,hdtv
5268,toplist06
5269,toplist08
5270,"Mia Sara"
5271,"comedy independent must-see"
5272,Brando
5273,"Melodrama at sea"
5274,"good portrayal of a weak man"
5275,fine
5276,"watched it for the boobs"
5277,"Bad guy dresses gay"
5278,"Not as good as miniseries"
5279,"action martial-arts revenge"
5280,"much better than i thought!"
5281,"Heather Graham"
5282,"DRUG ADDICTION"
5283,DVR
5284,"german movie"
5285,toyota
5286,modern
5287,Nixon
5288,"pioneer sex researcher"
5289,"Israeli/Palestinian conflict"
5290,"Charlie Kaufman-esque"
5292,"African-American family"
5293,nausea
5294,"netflix instant watching"
5295,"More mature Leo Decaprio"
5296,hitman
5297,"sexy guys"
5299,"Keanu Reaves"
5300,Kusturica
5301,"My favourite character"
5302,"watched 2006"
5303,"cool costume"
5304,Refreshing
5305,"great action"
5306,"not historically accurate"
5307,"hot pants"
5308,"Pena de muerte"
5310,"Olvidate de mi"
5311,"Plan oculto"
5312,"El caso Slevin"
5313,"Diamantes de sangre"
5314,"dated music but fun"
5315,"too frenzied"
5316,"old western"
5317,"to rent"
5318,"want to buy"
5319,"to buy"
5320,"John C. Reilly"
5321,"Zack Braff"
5323,"superb comedy"
5325,"kuitenkin maailma ja hahmot mielenkiintoisia."
5326,"Hasta La Vista"
5327,"message of hope"
5328,"Another Saving Private Ryan"
5329,"Nice adaptation of the book"
5330,"Violently silly"
5331,"two men war"
5332,"Last Symphony"
5333,revolution
5334,"Need to be seen more than once"
5335,rebel
5336,McLovin
5337,"military academy"
5338,dirigibles
5339,"dry funny"
5340,"intentionally funny"
5341,"dumbest twist ever"
5342,village
5343,"inconsistent with itself"
5344,"brainless splatter"
5345,formulaic
5346,Pooh
5347,sdf
5348,Barbarian
5349,"black hole"
5350,"one of the most romantic kisses in films"
5351,dor
5352,nyong
5353,"Extreme violence is good for growing youth"
5354,"They Forgot to Mention that Fisher is an Insane Nazi"
5355,"Dated Humour"
5357,Amazing!
5358,"Amazing Classic"
5359,"John Cazale"
5360,"Awesome Classic"
5361,"Longest Tag Ever"
5362,"Made-To-Order Cult Movie"
5363,"Eminem is a VICTIM"
5364,Overly-Dramatic
5365,"incredibly troubled production"
5366,"Top Gun 2"
5367,homage
5368,"knuckle puck time"
